occ_fixed,geo_year,time_trend,geo_fixed,year,geo,occ,wage_rate_2010,wage_rate,hours_worked,rti,off
20,1-2005,9,1,2005,British Columbia,Service representatives and other customer and personal services occupations [65],363.23,440.37,31,1.406782,-0.2485054
20,1-2006,10,1,2006,British Columbia,Service representatives and other customer and personal services occupations [65],361.81,438.65,31,1.406782,-0.2485054
20,1-2007,11,1,2007,British Columbia,Service representatives and other customer and personal services occupations [65],377.13,457.22,30.6,1.406782,-0.2485054
20,1-2008,12,1,2008,British Columbia,Service representatives and other customer and personal services occupations [65],371.15,449.97,29.3,1.406782,-0.2485054
20,1-2009,13,1,2009,British Columbia,Service representatives and other customer and personal services occupations [65],379.52,460.12,29.2,1.406782,-0.2485054
20,1-2010,14,1,2010,British Columbia,Service representatives and other customer and personal services occupations [65],388.02,470.43,29.2,1.406782,-0.2485054
20,1-2011,15,1,2011,British Columbia,Service representatives and other customer and personal services occupations [65],407.05,493.5,29.5,1.406782,-0.2485054
20,1-2012,16,1,2012,British Columbia,Service representatives and other customer and personal services occupations [65],403.58,489.29,29.4,1.406782,-0.2485054
20,1-2013,17,1,2013,British Columbia,Service representatives and other customer and personal services occupations [65],413.48,501.3,29.3,1.406782,-0.2485054
20,1-2014,18,1,2014,British Columbia,Service representatives and other customer and personal services occupations [65],426.05,516.53,29.9,1.406782,-0.2485054
20,1-2015,19,1,2015,British Columbia,Service representatives and other customer and personal services occupations [65],432.56,524.43,30.6,1.406782,-0.2485054
20,1-2016,20,1,2016,British Columbia,Service representatives and other customer and personal services occupations [65],414.74,502.82,29.3,1.406782,-0.2485054
20,1-2017,21,1,2017,British Columbia,Service representatives and other customer and personal services occupations [65],438.36,531.46,29.7,1.406782,-0.2485054
20,1-2018,22,1,2018,British Columbia,Service representatives and other customer and personal services occupations [65],451.29,547.13,29.6,1.406782,-0.2485054
20,2-1997,1,2,1997,Manitoba,Service representatives and other customer and personal services occupations [65],254.02,307.97,30.1,1.406782,-0.2485054
20,2-1998,2,2,1998,Manitoba,Service representatives and other customer and personal services occupations [65],261.91,317.53,30.6,1.406782,-0.2485054
20,2-1999,3,2,1999,Manitoba,Service representatives and other customer and personal services occupations [65],259.99,315.21,29.4,1.406782,-0.2485054
20,2-2000,4,2,2000,Manitoba,Service representatives and other customer and personal services occupations [65],264.56,320.75,29.5,1.406782,-0.2485054
20,2-2001,5,2,2001,Manitoba,Service representatives and other customer and personal services occupations [65],275.02,333.43,29.5,1.406782,-0.2485054
20,2-2002,6,2,2002,Manitoba,Service representatives and other customer and personal services occupations [65],288.29,349.52,29.4,1.406782,-0.2485054
20,2-2003,7,2,2003,Manitoba,Service representatives and other customer and personal services occupations [65],288.36,349.6,29.1,1.406782,-0.2485054
20,2-2004,8,2,2004,Manitoba,Service representatives and other customer and personal services occupations [65],306.82,371.98,29.8,1.406782,-0.2485054
20,2-2005,9,2,2005,Manitoba,Service representatives and other customer and personal services occupations [65],299.45,363.05,28.6,1.406782,-0.2485054
20,2-2006,10,2,2006,Manitoba,Service representatives and other customer and personal services occupations [65],311.08,377.15,29.5,1.406782,-0.2485054
20,2-2007,11,2,2007,Manitoba,Service representatives and other customer and personal services occupations [65],336.78,408.31,30.3,1.406782,-0.2485054
20,2-2008,12,2,2008,Manitoba,Service representatives and other customer and personal services occupations [65],357.37,433.27,29.4,1.406782,-0.2485054
20,2-2009,13,2,2009,Manitoba,Service representatives and other customer and personal services occupations [65],363.44,440.63,29.5,1.406782,-0.2485054
20,2-2010,14,2,2010,Manitoba,Service representatives and other customer and personal services occupations [65],374.73,454.32,29.3,1.406782,-0.2485054
20,2-2011,15,2,2011,Manitoba,Service representatives and other customer and personal services occupations [65],364.19,441.54,28.1,1.406782,-0.2485054
20,2-2012,16,2,2012,Manitoba,Service representatives and other customer and personal services occupations [65],383.00,464.34,29.5,1.406782,-0.2485054
20,2-2013,17,2,2013,Manitoba,Service representatives and other customer and personal services occupations [65],379.83,460.5,28.8,1.406782,-0.2485054
20,2-2014,18,2,2014,Manitoba,Service representatives and other customer and personal services occupations [65],377.82,458.06,28.3,1.406782,-0.2485054
20,2-2015,19,2,2015,Manitoba,Service representatives and other customer and personal services occupations [65],403.19,488.82,29.1,1.406782,-0.2485054
20,2-2016,20,2,2016,Manitoba,Service representatives and other customer and personal services occupations [65],400.17,485.16,28.8,1.406782,-0.2485054
20,2-2017,21,2,2017,Manitoba,Service representatives and other customer and personal services occupations [65],405.28,491.36,28.4,1.406782,-0.2485054
20,2-2018,22,2,2018,Manitoba,Service representatives and other customer and personal services occupations [65],416.07,504.44,29.4,1.406782,-0.2485054
20,3-1997,1,3,1997,New Brunswick,Service representatives and other customer and personal services occupations [65],248.51,301.29,32,1.406782,-0.2485054
20,3-1998,2,3,1998,New Brunswick,Service representatives and other customer and personal services occupations [65],263.23,319.14,31.9,1.406782,-0.2485054
20,3-1999,3,3,1999,New Brunswick,Service representatives and other customer and personal services occupations [65],275.87,334.46,33,1.406782,-0.2485054
20,3-2000,4,3,2000,New Brunswick,Service representatives and other customer and personal services occupations [65],281.45,341.23,32.9,1.406782,-0.2485054
20,3-2001,5,3,2001,New Brunswick,Service representatives and other customer and personal services occupations [65],295.29,358,31.9,1.406782,-0.2485054
20,3-2002,6,3,2002,New Brunswick,Service representatives and other customer and personal services occupations [65],300.52,364.34,32.1,1.406782,-0.2485054
20,3-2003,7,3,2003,New Brunswick,Service representatives and other customer and personal services occupations [65],315.00,381.9,33.3,1.406782,-0.2485054
20,3-2004,8,3,2004,New Brunswick,Service representatives and other customer and personal services occupations [65],327.11,396.58,32.9,1.406782,-0.2485054
20,3-2005,9,3,2005,New Brunswick,Service representatives and other customer and personal services occupations [65],314.39,381.16,32,1.406782,-0.2485054
20,3-2006,10,3,2006,New Brunswick,Service representatives and other customer and personal services occupations [65],315.14,382.07,32.6,1.406782,-0.2485054
20,3-2007,11,3,2007,New Brunswick,Service representatives and other customer and personal services occupations [65],337.76,409.5,32.7,1.406782,-0.2485054
20,3-2008,12,3,2008,New Brunswick,Service representatives and other customer and personal services occupations [65],356.69,432.45,32.9,1.406782,-0.2485054
20,3-2009,13,3,2009,New Brunswick,Service representatives and other customer and personal services occupations [65],383.91,465.44,32.4,1.406782,-0.2485054
20,3-2010,14,3,2010,New Brunswick,Service representatives and other customer and personal services occupations [65],395.86,479.93,33.1,1.406782,-0.2485054
20,3-2011,15,3,2011,New Brunswick,Service representatives and other customer and personal services occupations [65],405.13,491.17,32,1.406782,-0.2485054
20,3-2012,16,3,2012,New Brunswick,Service representatives and other customer and personal services occupations [65],391.27,474.37,32,1.406782,-0.2485054
20,3-2013,17,3,2013,New Brunswick,Service representatives and other customer and personal services occupations [65],415.83,504.15,32.2,1.406782,-0.2485054
20,3-2014,18,3,2014,New Brunswick,Service representatives and other customer and personal services occupations [65],413.20,500.96,31.5,1.406782,-0.2485054
20,3-2015,19,3,2015,New Brunswick,Service representatives and other customer and personal services occupations [65],440.47,534.02,32.5,1.406782,-0.2485054
20,3-2016,20,3,2016,New Brunswick,Service representatives and other customer and personal services occupations [65],452.47,548.57,33,1.406782,-0.2485054
20,3-2017,21,3,2017,New Brunswick,Service representatives and other customer and personal services occupations [65],457.50,554.67,32.6,1.406782,-0.2485054
20,3-2018,22,3,2018,New Brunswick,Service representatives and other customer and personal services occupations [65],455.62,552.39,32.8,1.406782,-0.2485054
20,4-1997,1,4,1997,Newfoundland and Labrador,Service representatives and other customer and personal services occupations [65],262.89,318.72,34.4,1.406782,-0.2485054
20,4-1998,2,4,1998,Newfoundland and Labrador,Service representatives and other customer and personal services occupations [65],239.88,290.83,33.1,1.406782,-0.2485054
20,4-1999,3,4,1999,Newfoundland and Labrador,Service representatives and other customer and personal services occupations [65],254.56,308.62,33.5,1.406782,-0.2485054
20,4-2000,4,4,2000,Newfoundland and Labrador,Service representatives and other customer and personal services occupations [65],258.66,313.6,32.3,1.406782,-0.2485054
20,4-2001,5,4,2001,Newfoundland and Labrador,Service representatives and other customer and personal services occupations [65],284.30,344.68,33.6,1.406782,-0.2485054
20,4-2002,6,4,2002,Newfoundland and Labrador,Service representatives and other customer and personal services occupations [65],289.95,351.53,33,1.406782,-0.2485054
20,4-2003,7,4,2003,Newfoundland and Labrador,Service representatives and other customer and personal services occupations [65],280.30,339.83,32.3,1.406782,-0.2485054
20,4-2004,8,4,2004,Newfoundland and Labrador,Service representatives and other customer and personal services occupations [65],298.59,362,34.3,1.406782,-0.2485054
20,4-2005,9,4,2005,Newfoundland and Labrador,Service representatives and other customer and personal services occupations [65],332.28,402.85,33.2,1.406782,-0.2485054
20,4-2006,10,4,2006,Newfoundland and Labrador,Service representatives and other customer and personal services occupations [65],335.48,406.73,34.2,1.406782,-0.2485054
20,4-2007,11,4,2007,Newfoundland and Labrador,Service representatives and other customer and personal services occupations [65],331.33,401.7,34,1.406782,-0.2485054
20,4-2008,12,4,2008,Newfoundland and Labrador,Service representatives and other customer and personal services occupations [65],373.52,452.85,33.8,1.406782,-0.2485054
20,4-2009,13,4,2009,Newfoundland and Labrador,Service representatives and other customer and personal services occupations [65],381.91,463.02,32.6,1.406782,-0.2485054
20,4-2010,14,4,2010,Newfoundland and Labrador,Service representatives and other customer and personal services occupations [65],408.79,495.61,33.3,1.406782,-0.2485054
20,4-2011,15,4,2011,Newfoundland and Labrador,Service representatives and other customer and personal services occupations [65],398.14,482.7,33.3,1.406782,-0.2485054
20,4-2012,16,4,2012,Newfoundland and Labrador,Service representatives and other customer and personal services occupations [65],446.67,541.53,33.8,1.406782,-0.2485054
20,4-2013,17,4,2013,Newfoundland and Labrador,Service representatives and other customer and personal services occupations [65],465.72,564.63,32.1,1.406782,-0.2485054
20,4-2014,18,4,2014,Newfoundland and Labrador,Service representatives and other customer and personal services occupations [65],462.71,560.98,32.9,1.406782,-0.2485054
20,4-2015,19,4,2015,Newfoundland and Labrador,Service representatives and other customer and personal services occupations [65],455.37,552.08,32.5,1.406782,-0.2485054
20,4-2016,20,4,2016,Newfoundland and Labrador,Service representatives and other customer and personal services occupations [65],416.31,504.73,31.6,1.406782,-0.2485054
20,4-2017,21,4,2017,Newfoundland and Labrador,Service representatives and other customer and personal services occupations [65],512.89,621.82,33.4,1.406782,-0.2485054
20,4-2018,22,4,2018,Newfoundland and Labrador,Service representatives and other customer and personal services occupations [65],472.26,572.56,32.5,1.406782,-0.2485054
20,5-1997,1,5,1997,Nova Scotia,Service representatives and other customer and personal services occupations [65],255.47,309.73,31.5,1.406782,-0.2485054
20,5-1998,2,5,1998,Nova Scotia,Service representatives and other customer and personal services occupations [65],254.89,309.02,31.5,1.406782,-0.2485054
20,5-1999,3,5,1999,Nova Scotia,Service representatives and other customer and personal services occupations [65],246.80,299.22,31.1,1.406782,-0.2485054
20,5-2000,4,5,2000,Nova Scotia,Service representatives and other customer and personal services occupations [65],274.11,332.33,32,1.406782,-0.2485054
20,5-2001,5,5,2001,Nova Scotia,Service representatives and other customer and personal services occupations [65],297.06,360.15,33.5,1.406782,-0.2485054
20,5-2002,6,5,2002,Nova Scotia,Service representatives and other customer and personal services occupations [65],309.47,375.2,33.6,1.406782,-0.2485054
20,5-2003,7,5,2003,Nova Scotia,Service representatives and other customer and personal services occupations [65],289.55,351.05,32.1,1.406782,-0.2485054
20,5-2004,8,5,2004,Nova Scotia,Service representatives and other customer and personal services occupations [65],298.91,362.39,32,1.406782,-0.2485054
20,5-2005,9,5,2005,Nova Scotia,Service representatives and other customer and personal services occupations [65],311.76,377.97,32.7,1.406782,-0.2485054
20,5-2006,10,5,2006,Nova Scotia,Service representatives and other customer and personal services occupations [65],317.29,384.68,32.4,1.406782,-0.2485054
20,5-2007,11,5,2007,Nova Scotia,Service representatives and other customer and personal services occupations [65],340.68,413.03,32.9,1.406782,-0.2485054
20,5-2008,12,5,2008,Nova Scotia,Service representatives and other customer and personal services occupations [65],335.44,406.68,32.3,1.406782,-0.2485054
20,5-2009,13,5,2009,Nova Scotia,Service representatives and other customer and personal services occupations [65],357.83,433.83,32.2,1.406782,-0.2485054
20,5-2010,14,5,2010,Nova Scotia,Service representatives and other customer and personal services occupations [65],370.45,449.13,31.9,1.406782,-0.2485054
20,5-2011,15,5,2011,Nova Scotia,Service representatives and other customer and personal services occupations [65],395.14,479.06,32.2,1.406782,-0.2485054
20,5-2012,16,5,2012,Nova Scotia,Service representatives and other customer and personal services occupations [65],379.71,460.35,31.1,1.406782,-0.2485054
20,5-2013,17,5,2013,Nova Scotia,Service representatives and other customer and personal services occupations [65],382.54,463.78,30.3,1.406782,-0.2485054
20,5-2014,18,5,2014,Nova Scotia,Service representatives and other customer and personal services occupations [65],418.09,506.88,31.1,1.406782,-0.2485054
20,5-2015,19,5,2015,Nova Scotia,Service representatives and other customer and personal services occupations [65],437.63,530.57,31.4,1.406782,-0.2485054
20,5-2016,20,5,2016,Nova Scotia,Service representatives and other customer and personal services occupations [65],408.16,494.84,32.3,1.406782,-0.2485054
20,5-2017,21,5,2017,Nova Scotia,Service representatives and other customer and personal services occupations [65],396.90,481.19,30.5,1.406782,-0.2485054
20,5-2018,22,5,2018,Nova Scotia,Service representatives and other customer and personal services occupations [65],421.20,510.65,31.9,1.406782,-0.2485054
20,6-1997,1,6,1997,Ontario,Service representatives and other customer and personal services occupations [65],302.22,366.41,30.9,1.406782,-0.2485054
20,6-1998,2,6,1998,Ontario,Service representatives and other customer and personal services occupations [65],321.24,389.46,31.9,1.406782,-0.2485054
20,6-1999,3,6,1999,Ontario,Service representatives and other customer and personal services occupations [65],314.32,381.07,31,1.406782,-0.2485054
20,6-2000,4,6,2000,Ontario,Service representatives and other customer and personal services occupations [65],309.05,374.69,30.9,1.406782,-0.2485054
20,6-2001,5,6,2001,Ontario,Service representatives and other customer and personal services occupations [65],325.96,395.19,30.7,1.406782,-0.2485054
20,6-2002,6,6,2002,Ontario,Service representatives and other customer and personal services occupations [65],334.57,405.63,30.3,1.406782,-0.2485054
20,6-2003,7,6,2003,Ontario,Service representatives and other customer and personal services occupations [65],344.86,418.1,30.3,1.406782,-0.2485054
20,6-2004,8,6,2004,Ontario,Service representatives and other customer and personal services occupations [65],341.47,413.99,30.3,1.406782,-0.2485054
20,6-2005,9,6,2005,Ontario,Service representatives and other customer and personal services occupations [65],352.26,427.07,30.7,1.406782,-0.2485054
20,6-2006,10,6,2006,Ontario,Service representatives and other customer and personal services occupations [65],368.23,446.44,30.6,1.406782,-0.2485054
20,6-2007,11,6,2007,Ontario,Service representatives and other customer and personal services occupations [65],372.80,451.98,30.5,1.406782,-0.2485054
20,6-2008,12,6,2008,Ontario,Service representatives and other customer and personal services occupations [65],381.91,463.02,30.3,1.406782,-0.2485054
20,6-2009,13,6,2009,Ontario,Service representatives and other customer and personal services occupations [65],396.31,480.48,29.9,1.406782,-0.2485054
20,6-2010,14,6,2010,Ontario,Service representatives and other customer and personal services occupations [65],403.31,488.97,30.2,1.406782,-0.2485054
20,6-2011,15,6,2011,Ontario,Service representatives and other customer and personal services occupations [65],418.70,507.62,30.3,1.406782,-0.2485054
20,6-2012,16,6,2012,Ontario,Service representatives and other customer and personal services occupations [65],428.35,519.32,30.5,1.406782,-0.2485054
20,6-2013,17,6,2013,Ontario,Service representatives and other customer and personal services occupations [65],434.25,526.48,30.2,1.406782,-0.2485054
20,6-2014,18,6,2014,Ontario,Service representatives and other customer and personal services occupations [65],433.68,525.79,30.6,1.406782,-0.2485054
20,6-2015,19,6,2015,Ontario,Service representatives and other customer and personal services occupations [65],453.22,549.48,30.9,1.406782,-0.2485054
20,6-2016,20,6,2016,Ontario,Service representatives and other customer and personal services occupations [65],422.50,512.23,30.5,1.406782,-0.2485054
20,6-2017,21,6,2017,Ontario,Service representatives and other customer and personal services occupations [65],436.81,529.58,30.2,1.406782,-0.2485054
20,6-2018,22,6,2018,Ontario,Service representatives and other customer and personal services occupations [65],467.37,566.63,30.4,1.406782,-0.2485054
20,7-1997,1,7,1997,Prince Edward Island,Service representatives and other customer and personal services occupations [65],235.55,285.58,31.5,1.406782,-0.2485054
20,7-1998,2,7,1998,Prince Edward Island,Service representatives and other customer and personal services occupations [65],223.87,271.41,30.9,1.406782,-0.2485054
20,7-1999,3,7,1999,Prince Edward Island,Service representatives and other customer and personal services occupations [65],254.57,308.64,33.4,1.406782,-0.2485054
20,7-2000,4,7,2000,Prince Edward Island,Service representatives and other customer and personal services occupations [65],245.50,297.64,31.8,1.406782,-0.2485054
20,7-2001,5,7,2001,Prince Edward Island,Service representatives and other customer and personal services occupations [65],288.96,350.33,31.1,1.406782,-0.2485054
20,7-2002,6,7,2002,Prince Edward Island,Service representatives and other customer and personal services occupations [65],270.57,328.04,30.9,1.406782,-0.2485054
20,7-2003,7,7,2003,Prince Edward Island,Service representatives and other customer and personal services occupations [65],292.84,355.03,30.3,1.406782,-0.2485054
20,7-2004,8,7,2004,Prince Edward Island,Service representatives and other customer and personal services occupations [65],302.48,366.72,30,1.406782,-0.2485054
20,7-2005,9,7,2005,Prince Edward Island,Service representatives and other customer and personal services occupations [65],308.54,374.07,32.2,1.406782,-0.2485054
20,7-2006,10,7,2006,Prince Edward Island,Service representatives and other customer and personal services occupations [65],334.84,405.95,32.3,1.406782,-0.2485054
20,7-2007,11,7,2007,Prince Edward Island,Service representatives and other customer and personal services occupations [65],295.50,358.26,30.9,1.406782,-0.2485054
20,7-2008,12,7,2008,Prince Edward Island,Service representatives and other customer and personal services occupations [65],324.82,393.8,30.2,1.406782,-0.2485054
20,7-2009,13,7,2009,Prince Edward Island,Service representatives and other customer and personal services occupations [65],320.70,388.81,30.1,1.406782,-0.2485054
20,7-2010,14,7,2010,Prince Edward Island,Service representatives and other customer and personal services occupations [65],337.38,409.03,30.1,1.406782,-0.2485054
20,7-2011,15,7,2011,Prince Edward Island,Service representatives and other customer and personal services occupations [65],362.55,439.55,29,1.406782,-0.2485054
20,7-2012,16,7,2012,Prince Edward Island,Service representatives and other customer and personal services occupations [65],367.10,445.06,30.1,1.406782,-0.2485054
20,7-2013,17,7,2013,Prince Edward Island,Service representatives and other customer and personal services occupations [65],369.45,447.92,30,1.406782,-0.2485054
20,7-2014,18,7,2014,Prince Edward Island,Service representatives and other customer and personal services occupations [65],370.87,449.64,30.2,1.406782,-0.2485054
20,7-2015,19,7,2015,Prince Edward Island,Service representatives and other customer and personal services occupations [65],384.01,465.57,30,1.406782,-0.2485054
20,7-2016,20,7,2016,Prince Edward Island,Service representatives and other customer and personal services occupations [65],390.71,473.69,30.5,1.406782,-0.2485054
20,7-2017,21,7,2017,Prince Edward Island,Service representatives and other customer and personal services occupations [65],371.65,450.58,30,1.406782,-0.2485054
20,7-2018,22,7,2018,Prince Edward Island,Service representatives and other customer and personal services occupations [65],395.79,479.85,31.4,1.406782,-0.2485054
20,8-1997,1,8,1997,Quebec,Service representatives and other customer and personal services occupations [65],285.72,346.4,30.1,1.406782,-0.2485054
20,8-1998,2,8,1998,Quebec,Service representatives and other customer and personal services occupations [65],270.70,328.19,29.7,1.406782,-0.2485054
20,8-1999,3,8,1999,Quebec,Service representatives and other customer and personal services occupations [65],294.35,356.86,30.3,1.406782,-0.2485054
20,8-2000,4,8,2000,Quebec,Service representatives and other customer and personal services occupations [65],298.78,362.23,29.9,1.406782,-0.2485054
20,8-2001,5,8,2001,Quebec,Service representatives and other customer and personal services occupations [65],313.04,379.52,30.3,1.406782,-0.2485054
20,8-2002,6,8,2002,Quebec,Service representatives and other customer and personal services occupations [65],318.15,385.72,29.7,1.406782,-0.2485054
20,8-2003,7,8,2003,Quebec,Service representatives and other customer and personal services occupations [65],324.61,393.55,29.2,1.406782,-0.2485054
20,8-2004,8,8,2004,Quebec,Service representatives and other customer and personal services occupations [65],341.38,413.88,29.5,1.406782,-0.2485054
20,8-2005,9,8,2005,Quebec,Service representatives and other customer and personal services occupations [65],351.47,426.12,29.9,1.406782,-0.2485054
20,8-2006,10,8,2006,Quebec,Service representatives and other customer and personal services occupations [65],364.06,441.38,29.5,1.406782,-0.2485054
20,8-2007,11,8,2007,Quebec,Service representatives and other customer and personal services occupations [65],359.61,435.99,29.3,1.406782,-0.2485054
20,8-2008,12,8,2008,Quebec,Service representatives and other customer and personal services occupations [65],363.81,441.08,29.3,1.406782,-0.2485054
20,8-2009,13,8,2009,Quebec,Service representatives and other customer and personal services occupations [65],384.80,466.53,29.3,1.406782,-0.2485054
20,8-2010,14,8,2010,Quebec,Service representatives and other customer and personal services occupations [65],387.20,469.43,28.9,1.406782,-0.2485054
20,8-2011,15,8,2011,Quebec,Service representatives and other customer and personal services occupations [65],396.90,481.2,29.1,1.406782,-0.2485054
20,8-2012,16,8,2012,Quebec,Service representatives and other customer and personal services occupations [65],391.16,474.24,28.2,1.406782,-0.2485054
20,8-2013,17,8,2013,Quebec,Service representatives and other customer and personal services occupations [65],409.17,496.07,28.9,1.406782,-0.2485054
20,8-2014,18,8,2014,Quebec,Service representatives and other customer and personal services occupations [65],425.81,516.25,28.8,1.406782,-0.2485054
20,8-2015,19,8,2015,Quebec,Service representatives and other customer and personal services occupations [65],428.54,519.55,29.2,1.406782,-0.2485054
20,8-2016,20,8,2016,Quebec,Service representatives and other customer and personal services occupations [65],435.32,527.77,29.1,1.406782,-0.2485054
20,8-2017,21,8,2017,Quebec,Service representatives and other customer and personal services occupations [65],447.14,542.1,29.1,1.406782,-0.2485054
20,8-2018,22,8,2018,Quebec,Service representatives and other customer and personal services occupations [65],472.67,573.06,29.4,1.406782,-0.2485054
20,9-1997,1,9,1997,Saskatchewan,Service representatives and other customer and personal services occupations [65],220.38,267.19,29.6,1.406782,-0.2485054
20,9-1998,2,9,1998,Saskatchewan,Service representatives and other customer and personal services occupations [65],232.72,282.14,30.4,1.406782,-0.2485054
20,9-1999,3,9,1999,Saskatchewan,Service representatives and other customer and personal services occupations [65],238.65,289.34,29.5,1.406782,-0.2485054
20,9-2000,4,9,2000,Saskatchewan,Service representatives and other customer and personal services occupations [65],257.58,312.29,29.1,1.406782,-0.2485054
20,9-2001,5,9,2001,Saskatchewan,Service representatives and other customer and personal services occupations [65],250.21,303.35,29.1,1.406782,-0.2485054
20,9-2002,6,9,2002,Saskatchewan,Service representatives and other customer and personal services occupations [65],269.88,327.2,28.3,1.406782,-0.2485054
20,9-2003,7,9,2003,Saskatchewan,Service representatives and other customer and personal services occupations [65],273.46,331.54,29.6,1.406782,-0.2485054
20,9-2004,8,9,2004,Saskatchewan,Service representatives and other customer and personal services occupations [65],292.21,354.27,29.9,1.406782,-0.2485054
20,9-2005,9,9,2005,Saskatchewan,Service representatives and other customer and personal services occupations [65],293.65,356.02,29.9,1.406782,-0.2485054
20,9-2006,10,9,2006,Saskatchewan,Service representatives and other customer and personal services occupations [65],307.18,372.42,30.1,1.406782,-0.2485054
20,9-2007,11,9,2007,Saskatchewan,Service representatives and other customer and personal services occupations [65],323.46,392.16,29.8,1.406782,-0.2485054
20,9-2008,12,9,2008,Saskatchewan,Service representatives and other customer and personal services occupations [65],363.56,440.77,30.2,1.406782,-0.2485054
20,9-2009,13,9,2009,Saskatchewan,Service representatives and other customer and personal services occupations [65],363.10,440.22,28.6,1.406782,-0.2485054
20,9-2010,14,9,2010,Saskatchewan,Service representatives and other customer and personal services occupations [65],387.93,470.32,29,1.406782,-0.2485054
20,9-2011,15,9,2011,Saskatchewan,Service representatives and other customer and personal services occupations [65],391.20,474.28,29.5,1.406782,-0.2485054
20,9-2012,16,9,2012,Saskatchewan,Service representatives and other customer and personal services occupations [65],410.45,497.62,30.1,1.406782,-0.2485054
20,9-2013,17,9,2013,Saskatchewan,Service representatives and other customer and personal services occupations [65],418.06,506.85,30.1,1.406782,-0.2485054
20,9-2014,18,9,2014,Saskatchewan,Service representatives and other customer and personal services occupations [65],422.09,511.74,28.9,1.406782,-0.2485054
20,9-2015,19,9,2015,Saskatchewan,Service representatives and other customer and personal services occupations [65],439.35,532.66,29.2,1.406782,-0.2485054
20,9-2016,20,9,2016,Saskatchewan,Service representatives and other customer and personal services occupations [65],419.95,509.14,27.8,1.406782,-0.2485054
20,9-2017,21,9,2017,Saskatchewan,Service representatives and other customer and personal services occupations [65],425.48,515.84,28.4,1.406782,-0.2485054
20,9-2018,22,9,2018,Saskatchewan,Service representatives and other customer and personal services occupations [65],442.13,536.03,28.6,1.406782,-0.2485054
21,0-1997,1,0,1997,Alberta,"Service support and other service occupations, n.e.c. [67]",216.84,262.89,28.2,0.027381,-0.8081249
21,0-1998,2,0,1998,Alberta,"Service support and other service occupations, n.e.c. [67]",220.02,266.75,28.3,0.027381,-0.8081249
21,0-1999,3,0,1999,Alberta,"Service support and other service occupations, n.e.c. [67]",224.51,272.19,28.9,0.027381,-0.8081249
21,0-2000,4,0,2000,Alberta,"Service support and other service occupations, n.e.c. [67]",234.74,284.59,29,0.027381,-0.8081249
21,0-2001,5,0,2001,Alberta,"Service support and other service occupations, n.e.c. [67]",237.14,287.5,28.5,0.027381,-0.8081249
21,0-2002,6,0,2002,Alberta,"Service support and other service occupations, n.e.c. [67]",253.94,307.87,29.2,0.027381,-0.8081249
21,0-2003,7,0,2003,Alberta,"Service support and other service occupations, n.e.c. [67]",245.68,297.86,28.3,0.027381,-0.8081249
21,0-2004,8,0,2004,Alberta,"Service support and other service occupations, n.e.c. [67]",260.38,315.68,27.8,0.027381,-0.8081249
21,0-2005,9,0,2005,Alberta,"Service support and other service occupations, n.e.c. [67]",283.51,343.72,29.3,0.027381,-0.8081249
21,0-2006,10,0,2006,Alberta,"Service support and other service occupations, n.e.c. [67]",298.16,361.48,29.2,0.027381,-0.8081249
21,0-2007,11,0,2007,Alberta,"Service support and other service occupations, n.e.c. [67]",329.47,399.44,30,0.027381,-0.8081249
21,0-2008,12,0,2008,Alberta,"Service support and other service occupations, n.e.c. [67]",348.59,422.62,29.2,0.027381,-0.8081249
21,0-2009,13,0,2009,Alberta,"Service support and other service occupations, n.e.c. [67]",355.66,431.2,28.4,0.027381,-0.8081249
21,0-2010,14,0,2010,Alberta,"Service support and other service occupations, n.e.c. [67]",365.20,442.76,29.1,0.027381,-0.8081249
21,0-2011,15,0,2011,Alberta,"Service support and other service occupations, n.e.c. [67]",381.74,462.82,29.8,0.027381,-0.8081249
21,0-2012,16,0,2012,Alberta,"Service support and other service occupations, n.e.c. [67]",405.36,491.45,30.8,0.027381,-0.8081249
21,0-2013,17,0,2013,Alberta,"Service support and other service occupations, n.e.c. [67]",410.10,497.2,29.4,0.027381,-0.8081249
21,0-2014,18,0,2014,Alberta,"Service support and other service occupations, n.e.c. [67]",399.12,483.89,29.1,0.027381,-0.8081249
21,0-2015,19,0,2015,Alberta,"Service support and other service occupations, n.e.c. [67]",387.61,469.93,28.1,0.027381,-0.8081249
21,0-2016,20,0,2016,Alberta,"Service support and other service occupations, n.e.c. [67]",410.83,498.08,28.1,0.027381,-0.8081249
21,0-2017,21,0,2017,Alberta,"Service support and other service occupations, n.e.c. [67]",400.45,485.5,27.7,0.027381,-0.8081249
21,0-2018,22,0,2018,Alberta,"Service support and other service occupations, n.e.c. [67]",416.57,505.04,27.1,0.027381,-0.8081249
21,1-1997,1,1,1997,British Columbia,"Service support and other service occupations, n.e.c. [67]",267.36,324.14,27.3,0.027381,-0.8081249
21,1-1998,2,1,1998,British Columbia,"Service support and other service occupations, n.e.c. [67]",271.03,328.59,27.5,0.027381,-0.8081249
21,1-1999,3,1,1999,British Columbia,"Service support and other service occupations, n.e.c. [67]",253.98,307.92,26.2,0.027381,-0.8081249
21,1-2000,4,1,2000,British Columbia,"Service support and other service occupations, n.e.c. [67]",284.78,345.26,28.3,0.027381,-0.8081249
21,1-2001,5,1,2001,British Columbia,"Service support and other service occupations, n.e.c. [67]",302.42,366.65,28.7,0.027381,-0.8081249
