year,geo,naics,hours_worked
2008,Saskatchewan,Manufacturing [31-33],40.5
2009,Saskatchewan,Manufacturing [31-33],39.8
2010,Saskatchewan,Manufacturing [31-33],39.2
2011,Saskatchewan,Manufacturing [31-33],40.1
2012,Saskatchewan,Manufacturing [31-33],40.8
2013,Saskatchewan,Manufacturing [31-33],40
2014,Saskatchewan,Manufacturing [31-33],39.5
2015,Saskatchewan,Manufacturing [31-33],39.2
2016,Saskatchewan,Manufacturing [31-33],39.2
2017,Saskatchewan,Manufacturing [31-33],39.1
2018,Saskatchewan,Manufacturing [31-33],39.9
2019,Saskatchewan,Manufacturing [31-33],39.2
2020,Saskatchewan,Manufacturing [31-33],38.9
1987,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",34.5
1988,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",34.6
1989,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",35.8
1990,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",35.1
1991,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",34.5
1992,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",34.3
1993,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",34.6
1994,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",35.2
1995,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",34.9
1996,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",35.5
1997,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",35
1998,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",34.8
1999,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",34.2
2000,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",34.8
2001,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",34.8
2002,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",34.4
2003,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",33.8
2004,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",34.2
2005,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",33.8
2006,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",33.6
2007,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",34.5
2008,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",34.3
2009,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",33.6
2010,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",33.1
2011,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",34.2
2012,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",33.8
2013,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",34.3
2014,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",33.4
2015,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",33.9
2016,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",33.8
2017,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",33.4
2018,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",34.1
2019,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",33.7
2020,Saskatchewan,"Wholesale and retail trade		 [41, 44-45]",33.7
1987,Saskatchewan,Transportation and warehousing [48-49],39.9
1988,Saskatchewan,Transportation and warehousing [48-49],42.4
1989,Saskatchewan,Transportation and warehousing [48-49],43.3
1990,Saskatchewan,Transportation and warehousing [48-49],42.1
1991,Saskatchewan,Transportation and warehousing [48-49],41.6
1992,Saskatchewan,Transportation and warehousing [48-49],41
1993,Saskatchewan,Transportation and warehousing [48-49],42.4
1994,Saskatchewan,Transportation and warehousing [48-49],44
1995,Saskatchewan,Transportation and warehousing [48-49],42.5
1996,Saskatchewan,Transportation and warehousing [48-49],42.3
1997,Saskatchewan,Transportation and warehousing [48-49],44.7
1998,Saskatchewan,Transportation and warehousing [48-49],42.2
1999,Saskatchewan,Transportation and warehousing [48-49],42.5
2000,Saskatchewan,Transportation and warehousing [48-49],43.4
2001,Saskatchewan,Transportation and warehousing [48-49],42.4
2002,Saskatchewan,Transportation and warehousing [48-49],42.9
2003,Saskatchewan,Transportation and warehousing [48-49],42.2
2004,Saskatchewan,Transportation and warehousing [48-49],42.5
2005,Saskatchewan,Transportation and warehousing [48-49],44.3
2006,Saskatchewan,Transportation and warehousing [48-49],43.7
2007,Saskatchewan,Transportation and warehousing [48-49],43.2
2008,Saskatchewan,Transportation and warehousing [48-49],42.6
2009,Saskatchewan,Transportation and warehousing [48-49],42
2010,Saskatchewan,Transportation and warehousing [48-49],42.7
2011,Saskatchewan,Transportation and warehousing [48-49],42.1
2012,Saskatchewan,Transportation and warehousing [48-49],43.1
2013,Saskatchewan,Transportation and warehousing [48-49],43.5
2014,Saskatchewan,Transportation and warehousing [48-49],42.4
2015,Saskatchewan,Transportation and warehousing [48-49],41.8
2016,Saskatchewan,Transportation and warehousing [48-49],41.3
2017,Saskatchewan,Transportation and warehousing [48-49],43.4
2018,Saskatchewan,Transportation and warehousing [48-49],41.1
2019,Saskatchewan,Transportation and warehousing [48-49],40.5
2020,Saskatchewan,Transportation and warehousing [48-49],41.1
1987,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",35.5
1988,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",35.5
1989,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",36.8
1990,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",36.6
1991,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",35.6
1992,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",35.8
1993,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",35.4
1994,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",35.5
1995,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",35.9
1996,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",36.9
1997,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",36.8
1998,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",35.9
1999,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",35.5
2000,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",35.5
2001,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",35.3
2002,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",34.7
2003,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",34.8
2004,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",34.6
2005,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",34.4
2006,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",35.1
2007,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",35.7
2008,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",34.6
2009,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",34.8
2010,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",35.8
2011,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",34.7
2012,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",36.2
2013,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",34.8
2014,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",34.8
2015,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",34.5
2016,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",35.3
2017,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",34.8
2018,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",35.1
2019,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",34.4
2020,Saskatchewan,"Finance, insurance, real estate, rental and leasing [52-53]",34.8
1987,Saskatchewan,"Professional, scientific and technical services [54]",38.4
1988,Saskatchewan,"Professional, scientific and technical services [54]",38.4
1989,Saskatchewan,"Professional, scientific and technical services [54]",39.5
1990,Saskatchewan,"Professional, scientific and technical services [54]",40.7
1991,Saskatchewan,"Professional, scientific and technical services [54]",38.5
1992,Saskatchewan,"Professional, scientific and technical services [54]",37.3
1993,Saskatchewan,"Professional, scientific and technical services [54]",38.5
1994,Saskatchewan,"Professional, scientific and technical services [54]",39
1995,Saskatchewan,"Professional, scientific and technical services [54]",37.8
1996,Saskatchewan,"Professional, scientific and technical services [54]",37.9
1997,Saskatchewan,"Professional, scientific and technical services [54]",39
1998,Saskatchewan,"Professional, scientific and technical services [54]",38.1
1999,Saskatchewan,"Professional, scientific and technical services [54]",39.2
2000,Saskatchewan,"Professional, scientific and technical services [54]",39
2001,Saskatchewan,"Professional, scientific and technical services [54]",37.7
2002,Saskatchewan,"Professional, scientific and technical services [54]",37
2003,Saskatchewan,"Professional, scientific and technical services [54]",36.7
2004,Saskatchewan,"Professional, scientific and technical services [54]",35.8
2005,Saskatchewan,"Professional, scientific and technical services [54]",36.8
2006,Saskatchewan,"Professional, scientific and technical services [54]",38.4
2007,Saskatchewan,"Professional, scientific and technical services [54]",38.4
2008,Saskatchewan,"Professional, scientific and technical services [54]",37.1
2009,Saskatchewan,"Professional, scientific and technical services [54]",36.7
2010,Saskatchewan,"Professional, scientific and technical services [54]",36.9
2011,Saskatchewan,"Professional, scientific and technical services [54]",37.3
2012,Saskatchewan,"Professional, scientific and technical services [54]",38.2
2013,Saskatchewan,"Professional, scientific and technical services [54]",37.8
2014,Saskatchewan,"Professional, scientific and technical services [54]",38.1
2015,Saskatchewan,"Professional, scientific and technical services [54]",37.1
2016,Saskatchewan,"Professional, scientific and technical services [54]",36.9
2017,Saskatchewan,"Professional, scientific and technical services [54]",37
2018,Saskatchewan,"Professional, scientific and technical services [54]",36.1
2019,Saskatchewan,"Professional, scientific and technical services [54]",35.7
2020,Saskatchewan,"Professional, scientific and technical services [54]",35.1
1987,Saskatchewan,"Business, building and other support services [55-56]",29.7
1988,Saskatchewan,"Business, building and other support services [55-56]",31.3
1989,Saskatchewan,"Business, building and other support services [55-56]",28.9
1990,Saskatchewan,"Business, building and other support services [55-56]",31.3
1991,Saskatchewan,"Business, building and other support services [55-56]",31.4
1992,Saskatchewan,"Business, building and other support services [55-56]",28.8
1993,Saskatchewan,"Business, building and other support services [55-56]",29.4
1994,Saskatchewan,"Business, building and other support services [55-56]",30.5
1995,Saskatchewan,"Business, building and other support services [55-56]",31.3
1996,Saskatchewan,"Business, building and other support services [55-56]",31.9
1997,Saskatchewan,"Business, building and other support services [55-56]",31.8
1998,Saskatchewan,"Business, building and other support services [55-56]",31.8
1999,Saskatchewan,"Business, building and other support services [55-56]",29.5
2000,Saskatchewan,"Business, building and other support services [55-56]",29.8
2001,Saskatchewan,"Business, building and other support services [55-56]",30.3
2002,Saskatchewan,"Business, building and other support services [55-56]",30.4
2003,Saskatchewan,"Business, building and other support services [55-56]",30.7
2004,Saskatchewan,"Business, building and other support services [55-56]",33
2005,Saskatchewan,"Business, building and other support services [55-56]",32.4
2006,Saskatchewan,"Business, building and other support services [55-56]",32.2
2007,Saskatchewan,"Business, building and other support services [55-56]",32.9
2008,Saskatchewan,"Business, building and other support services [55-56]",32.1
2009,Saskatchewan,"Business, building and other support services [55-56]",31.1
2010,Saskatchewan,"Business, building and other support services [55-56]",30.1
2011,Saskatchewan,"Business, building and other support services [55-56]",32.7
2012,Saskatchewan,"Business, building and other support services [55-56]",33.7
2013,Saskatchewan,"Business, building and other support services [55-56]",32.5
2014,Saskatchewan,"Business, building and other support services [55-56]",31.4
2015,Saskatchewan,"Business, building and other support services [55-56]",31.2
2016,Saskatchewan,"Business, building and other support services [55-56]",30.8
2017,Saskatchewan,"Business, building and other support services [55-56]",29.2
2018,Saskatchewan,"Business, building and other support services [55-56]",33.1
2019,Saskatchewan,"Business, building and other support services [55-56]",31.7
2020,Saskatchewan,"Business, building and other support services [55-56]",32.1
1987,Saskatchewan,Educational services [61],35.5
1988,Saskatchewan,Educational services [61],35.1
1989,Saskatchewan,Educational services [61],36.6
1990,Saskatchewan,Educational services [61],36.3
1991,Saskatchewan,Educational services [61],35
1992,Saskatchewan,Educational services [61],35.5
1993,Saskatchewan,Educational services [61],34.3
1994,Saskatchewan,Educational services [61],36.3
1995,Saskatchewan,Educational services [61],36
1996,Saskatchewan,Educational services [61],35.8
1997,Saskatchewan,Educational services [61],35.5
1998,Saskatchewan,Educational services [61],34.6
1999,Saskatchewan,Educational services [61],34.6
2000,Saskatchewan,Educational services [61],35.7
2001,Saskatchewan,Educational services [61],35.9
2002,Saskatchewan,Educational services [61],34.7
2003,Saskatchewan,Educational services [61],33.9
2004,Saskatchewan,Educational services [61],34.2
2005,Saskatchewan,Educational services [61],34.5
2006,Saskatchewan,Educational services [61],34.7
2007,Saskatchewan,Educational services [61],34.1
2008,Saskatchewan,Educational services [61],34.3
2009,Saskatchewan,Educational services [61],32.3
2010,Saskatchewan,Educational services [61],34.2
2011,Saskatchewan,Educational services [61],34.4
2012,Saskatchewan,Educational services [61],35.7
2013,Saskatchewan,Educational services [61],34.8
2014,Saskatchewan,Educational services [61],34
2015,Saskatchewan,Educational services [61],33.6
2016,Saskatchewan,Educational services [61],32.9
2017,Saskatchewan,Educational services [61],33.7
2018,Saskatchewan,Educational services [61],34.6
2019,Saskatchewan,Educational services [61],32.8
2020,Saskatchewan,Educational services [61],33.8
1987,Saskatchewan,Health care and social assistance [62],32.7
1988,Saskatchewan,Health care and social assistance [62],33.6
1989,Saskatchewan,Health care and social assistance [62],34.1
1990,Saskatchewan,Health care and social assistance [62],33.5
1991,Saskatchewan,Health care and social assistance [62],33.4
1992,Saskatchewan,Health care and social assistance [62],33
1993,Saskatchewan,Health care and social assistance [62],33.3
1994,Saskatchewan,Health care and social assistance [62],32.7
1995,Saskatchewan,Health care and social assistance [62],33.4
1996,Saskatchewan,Health care and social assistance [62],34
1997,Saskatchewan,Health care and social assistance [62],33.7
1998,Saskatchewan,Health care and social assistance [62],34.1
1999,Saskatchewan,Health care and social assistance [62],34.4
2000,Saskatchewan,Health care and social assistance [62],35
2001,Saskatchewan,Health care and social assistance [62],34.3
2002,Saskatchewan,Health care and social assistance [62],33.6
2003,Saskatchewan,Health care and social assistance [62],33.7
2004,Saskatchewan,Health care and social assistance [62],33
2005,Saskatchewan,Health care and social assistance [62],33.7
2006,Saskatchewan,Health care and social assistance [62],34.1
2007,Saskatchewan,Health care and social assistance [62],33.9
2008,Saskatchewan,Health care and social assistance [62],34
2009,Saskatchewan,Health care and social assistance [62],33.1
2010,Saskatchewan,Health care and social assistance [62],33.1
2011,Saskatchewan,Health care and social assistance [62],33.5
2012,Saskatchewan,Health care and social assistance [62],35
2013,Saskatchewan,Health care and social assistance [62],34.1
2014,Saskatchewan,Health care and social assistance [62],33.4
2015,Saskatchewan,Health care and social assistance [62],33.3
2016,Saskatchewan,Health care and social assistance [62],33.6
2017,Saskatchewan,Health care and social assistance [62],33.4
2018,Saskatchewan,Health care and social assistance [62],33.9
2019,Saskatchewan,Health care and social assistance [62],33.4
2020,Saskatchewan,Health care and social assistance [62],34.2
1987,Saskatchewan,"Information, culture and recreation [51, 71]",32.7
1988,Saskatchewan,"Information, culture and recreation [51, 71]",33.9
1989,Saskatchewan,"Information, culture and recreation [51, 71]",33.1
1990,Saskatchewan,"Information, culture and recreation [51, 71]",34.1
1991,Saskatchewan,"Information, culture and recreation [51, 71]",33.6
1992,Saskatchewan,"Information, culture and recreation [51, 71]",33
1993,Saskatchewan,"Information, culture and recreation [51, 71]",32.9
1994,Saskatchewan,"Information, culture and recreation [51, 71]",33.2
1995,Saskatchewan,"Information, culture and recreation [51, 71]",32.7
1996,Saskatchewan,"Information, culture and recreation [51, 71]",31.5
1997,Saskatchewan,"Information, culture and recreation [51, 71]",33.5
1998,Saskatchewan,"Information, culture and recreation [51, 71]",33.2
1999,Saskatchewan,"Information, culture and recreation [51, 71]",33.3
2000,Saskatchewan,"Information, culture and recreation [51, 71]",32
2001,Saskatchewan,"Information, culture and recreation [51, 71]",32.4
2002,Saskatchewan,"Information, culture and recreation [51, 71]",31.9
2003,Saskatchewan,"Information, culture and recreation [51, 71]",31.8
2004,Saskatchewan,"Information, culture and recreation [51, 71]",32.8
2005,Saskatchewan,"Information, culture and recreation [51, 71]",31.9
2006,Saskatchewan,"Information, culture and recreation [51, 71]",32.6
2007,Saskatchewan,"Information, culture and recreation [51, 71]",32.1
2008,Saskatchewan,"Information, culture and recreation [51, 71]",33
2009,Saskatchewan,"Information, culture and recreation [51, 71]",31.8
2010,Saskatchewan,"Information, culture and recreation [51, 71]",30.7
2011,Saskatchewan,"Information, culture and recreation [51, 71]",31.9
2012,Saskatchewan,"Information, culture and recreation [51, 71]",33.4
2013,Saskatchewan,"Information, culture and recreation [51, 71]",32.4
2014,Saskatchewan,"Information, culture and recreation [51, 71]",31.2
2015,Saskatchewan,"Information, culture and recreation [51, 71]",31.1
2016,Saskatchewan,"Information, culture and recreation [51, 71]",30.6
2017,Saskatchewan,"Information, culture and recreation [51, 71]",30.4
2018,Saskatchewan,"Information, culture and recreation [51, 71]",31.6
2019,Saskatchewan,"Information, culture and recreation [51, 71]",29.7
2020,Saskatchewan,"Information, culture and recreation [51, 71]",31.3
1987,Saskatchewan,Accommodation and food services [72],32.5
1988,Saskatchewan,Accommodation and food services [72],32.2
1989,Saskatchewan,Accommodation and food services [72],34
1990,Saskatchewan,Accommodation and food services [72],34.7
1991,Saskatchewan,Accommodation and food services [72],33.4
1992,Saskatchewan,Accommodation and food services [72],32.3
1993,Saskatchewan,Accommodation and food services [72],32.6
1994,Saskatchewan,Accommodation and food services [72],34.5
1995,Saskatchewan,Accommodation and food services [72],32.5
1996,Saskatchewan,Accommodation and food services [72],33.9
1997,Saskatchewan,Accommodation and food services [72],31.1
1998,Saskatchewan,Accommodation and food services [72],32.1
1999,Saskatchewan,Accommodation and food services [72],31.6
2000,Saskatchewan,Accommodation and food services [72],31.6
2001,Saskatchewan,Accommodation and food services [72],31.6
2002,Saskatchewan,Accommodation and food services [72],29.8
2003,Saskatchewan,Accommodation and food services [72],31.2
2004,Saskatchewan,Accommodation and food services [72],30.7
2005,Saskatchewan,Accommodation and food services [72],30.5
2006,Saskatchewan,Accommodation and food services [72],31.3
2007,Saskatchewan,Accommodation and food services [72],32.3
2008,Saskatchewan,Accommodation and food services [72],31.8
2009,Saskatchewan,Accommodation and food services [72],30.5
2010,Saskatchewan,Accommodation and food services [72],31.7
2011,Saskatchewan,Accommodation and food services [72],31.9
2012,Saskatchewan,Accommodation and food services [72],32.3
2013,Saskatchewan,Accommodation and food services [72],30.5
2014,Saskatchewan,Accommodation and food services [72],31.6
2015,Saskatchewan,Accommodation and food services [72],30.8
2016,Saskatchewan,Accommodation and food services [72],30.4
2017,Saskatchewan,Accommodation and food services [72],29.9
2018,Saskatchewan,Accommodation and food services [72],30.5
2019,Saskatchewan,Accommodation and food services [72],29.4
2020,Saskatchewan,Accommodation and food services [72],27.6
1987,Saskatchewan,Other services (except public administration) [81],35.9
1988,Saskatchewan,Other services (except public administration) [81],35.5
1989,Saskatchewan,Other services (except public administration) [81],36.8
1990,Saskatchewan,Other services (except public administration) [81],35.5
1991,Saskatchewan,Other services (except public administration) [81],35.6
1992,Saskatchewan,Other services (except public administration) [81],34.4
1993,Saskatchewan,Other services (except public administration) [81],35.9
1994,Saskatchewan,Other services (except public administration) [81],35.3
1995,Saskatchewan,Other services (except public administration) [81],35.1
1996,Saskatchewan,Other services (except public administration) [81],36.9
1997,Saskatchewan,Other services (except public administration) [81],35.5
1998,Saskatchewan,Other services (except public administration) [81],35.7
1999,Saskatchewan,Other services (except public administration) [81],36
2000,Saskatchewan,Other services (except public administration) [81],36.4
2001,Saskatchewan,Other services (except public administration) [81],35.9
2002,Saskatchewan,Other services (except public administration) [81],34.9
2003,Saskatchewan,Other services (except public administration) [81],34.3
2004,Saskatchewan,Other services (except public administration) [81],34.7
2005,Saskatchewan,Other services (except public administration) [81],35.6
2006,Saskatchewan,Other services (except public administration) [81],34.7
2007,Saskatchewan,Other services (except public administration) [81],35.7
2008,Saskatchewan,Other services (except public administration) [81],33.5
2009,Saskatchewan,Other services (except public administration) [81],33.6
2010,Saskatchewan,Other services (except public administration) [81],35.1
2011,Saskatchewan,Other services (except public administration) [81],35.2
2012,Saskatchewan,Other services (except public administration) [81],34.7
2013,Saskatchewan,Other services (except public administration) [81],36.3
2014,Saskatchewan,Other services (except public administration) [81],34.4
2015,Saskatchewan,Other services (except public administration) [81],34.6
2016,Saskatchewan,Other services (except public administration) [81],34
2017,Saskatchewan,Other services (except public administration) [81],34
2018,Saskatchewan,Other services (except public administration) [81],34.2
2019,Saskatchewan,Other services (except public administration) [81],34.2
2020,Saskatchewan,Other services (except public administration) [81],33.5
1987,Alberta,Construction [23],40.5
1988,Alberta,Construction [23],41.5
1989,Alberta,Construction [23],43.1
1990,Alberta,Construction [23],44.3
1991,Alberta,Construction [23],41.4
1992,Alberta,Construction [23],40.7
1993,Alberta,Construction [23],41.8
1994,Alberta,Construction [23],42.5
1995,Alberta,Construction [23],42.4
1996,Alberta,Construction [23],43.1
1997,Alberta,Construction [23],43.2
1998,Alberta,Construction [23],43
1999,Alberta,Construction [23],42.3
2000,Alberta,Construction [23],42.4
2001,Alberta,Construction [23],43.8
2002,Alberta,Construction [23],42.6
2003,Alberta,Construction [23],41.8
2004,Alberta,Construction [23],42.4
2005,Alberta,Construction [23],42.9
2006,Alberta,Construction [23],43
2007,Alberta,Construction [23],43
2008,Alberta,Construction [23],42.6
2009,Alberta,Construction [23],41
2010,Alberta,Construction [23],41.6
2011,Alberta,Construction [23],42.6
2012,Alberta,Construction [23],43.4
2013,Alberta,Construction [23],42.9
2014,Alberta,Construction [23],42.5
2015,Alberta,Construction [23],42.1
2016,Alberta,Construction [23],41
2017,Alberta,Construction [23],42.3
2018,Alberta,Construction [23],41.1
2019,Alberta,Construction [23],40.7
2020,Alberta,Construction [23],40.2
1987,Alberta,Manufacturing [31-33],39.8
1988,Alberta,Manufacturing [31-33],40.5
1989,Alberta,Manufacturing [31-33],41.2
1990,Alberta,Manufacturing [31-33],41.7
1991,Alberta,Manufacturing [31-33],40.5
1992,Alberta,Manufacturing [31-33],40.2
1993,Alberta,Manufacturing [31-33],40.9
1994,Alberta,Manufacturing [31-33],41
1995,Alberta,Manufacturing [31-33],41
1996,Alberta,Manufacturing [31-33],41.1
1997,Alberta,Manufacturing [31-33],41.6
1998,Alberta,Manufacturing [31-33],40.8
1999,Alberta,Manufacturing [31-33],40.7
2000,Alberta,Manufacturing [31-33],42
2001,Alberta,Manufacturing [31-33],41.1
2002,Alberta,Manufacturing [31-33],40.6
2003,Alberta,Manufacturing [31-33],40.2
2004,Alberta,Manufacturing [31-33],40.8
2005,Alberta,Manufacturing [31-33],41.5
2006,Alberta,Manufacturing [31-33],41.7
2007,Alberta,Manufacturing [31-33],40.9
2008,Alberta,Manufacturing [31-33],40.9
2009,Alberta,Manufacturing [31-33],39
2010,Alberta,Manufacturing [31-33],40.5
2011,Alberta,Manufacturing [31-33],40.5
2012,Alberta,Manufacturing [31-33],41.4
2013,Alberta,Manufacturing [31-33],40.8
2014,Alberta,Manufacturing [31-33],40.5
2015,Alberta,Manufacturing [31-33],39.5
2016,Alberta,Manufacturing [31-33],39.5
2017,Alberta,Manufacturing [31-33],40.3
2018,Alberta,Manufacturing [31-33],40.7
2019,Alberta,Manufacturing [31-33],40
2020,Alberta,Manufacturing [31-33],38.6
1987,Alberta,"Wholesale and retail trade		 [41, 44-45]",34.5
1988,Alberta,"Wholesale and retail trade		 [41, 44-45]",35.2
1989,Alberta,"Wholesale and retail trade		 [41, 44-45]",36
1990,Alberta,"Wholesale and retail trade		 [41, 44-45]",36.1
1991,Alberta,"Wholesale and retail trade		 [41, 44-45]",35.5
1992,Alberta,"Wholesale and retail trade		 [41, 44-45]",34.5
1993,Alberta,"Wholesale and retail trade		 [41, 44-45]",34.6
1994,Alberta,"Wholesale and retail trade		 [41, 44-45]",34.9
1995,Alberta,"Wholesale and retail trade		 [41, 44-45]",35.8
1996,Alberta,"Wholesale and retail trade		 [41, 44-45]",35
1997,Alberta,"Wholesale and retail trade		 [41, 44-45]",35.8
1998,Alberta,"Wholesale and retail trade		 [41, 44-45]",34.8
1999,Alberta,"Wholesale and retail trade		 [41, 44-45]",35.6
2000,Alberta,"Wholesale and retail trade		 [41, 44-45]",36.2
2001,Alberta,"Wholesale and retail trade		 [41, 44-45]",36.1
2002,Alberta,"Wholesale and retail trade		 [41, 44-45]",35.7
2003,Alberta,"Wholesale and retail trade		 [41, 44-45]",34.6
2004,Alberta,"Wholesale and retail trade		 [41, 44-45]",35.3
2005,Alberta,"Wholesale and retail trade		 [41, 44-45]",35.5
2006,Alberta,"Wholesale and retail trade		 [41, 44-45]",35.3
2007,Alberta,"Wholesale and retail trade		 [41, 44-45]",35.8
2008,Alberta,"Wholesale and retail trade		 [41, 44-45]",34.9
2009,Alberta,"Wholesale and retail trade		 [41, 44-45]",33.8
2010,Alberta,"Wholesale and retail trade		 [41, 44-45]",34.5
2011,Alberta,"Wholesale and retail trade		 [41, 44-45]",34.6
2012,Alberta,"Wholesale and retail trade		 [41, 44-45]",34.7
2013,Alberta,"Wholesale and retail trade		 [41, 44-45]",34.7
2014,Alberta,"Wholesale and retail trade		 [41, 44-45]",34.1
2015,Alberta,"Wholesale and retail trade		 [41, 44-45]",34.2
2016,Alberta,"Wholesale and retail trade		 [41, 44-45]",33.3
2017,Alberta,"Wholesale and retail trade		 [41, 44-45]",33.6
2018,Alberta,"Wholesale and retail trade		 [41, 44-45]",34.2
2019,Alberta,"Wholesale and retail trade		 [41, 44-45]",33.9
2020,Alberta,"Wholesale and retail trade		 [41, 44-45]",33.6
1987,Alberta,Transportation and warehousing [48-49],41.3
1988,Alberta,Transportation and warehousing [48-49],41.8
1989,Alberta,Transportation and warehousing [48-49],42.2
1990,Alberta,Transportation and warehousing [48-49],41.9
1991,Alberta,Transportation and warehousing [48-49],41
1992,Alberta,Transportation and warehousing [48-49],41.4
1993,Alberta,Transportation and warehousing [48-49],41.6
1994,Alberta,Transportation and warehousing [48-49],43.1
1995,Alberta,Transportation and warehousing [48-49],42.9
1996,Alberta,Transportation and warehousing [48-49],43.2
1997,Alberta,Transportation and warehousing [48-49],42.8
1998,Alberta,Transportation and warehousing [48-49],42.1
1999,Alberta,Transportation and warehousing [48-49],42.5
2000,Alberta,Transportation and warehousing [48-49],43.4
2001,Alberta,Transportation and warehousing [48-49],43.2
2002,Alberta,Transportation and warehousing [48-49],41.6
2003,Alberta,Transportation and warehousing [48-49],41.7
2004,Alberta,Transportation and warehousing [48-49],42.9
2005,Alberta,Transportation and warehousing [48-49],41.8
2006,Alberta,Transportation and warehousing [48-49],42.4
2007,Alberta,Transportation and warehousing [48-49],42.6
2008,Alberta,Transportation and warehousing [48-49],41.8
2009,Alberta,Transportation and warehousing [48-49],40.4
2010,Alberta,Transportation and warehousing [48-49],40.8
2011,Alberta,Transportation and warehousing [48-49],42.5
2012,Alberta,Transportation and warehousing [48-49],42.2
2013,Alberta,Transportation and warehousing [48-49],41.2
2014,Alberta,Transportation and warehousing [48-49],41.2
2015,Alberta,Transportation and warehousing [48-49],40.9
2016,Alberta,Transportation and warehousing [48-49],39.6
2017,Alberta,Transportation and warehousing [48-49],40.5
2018,Alberta,Transportation and warehousing [48-49],40.9
2019,Alberta,Transportation and warehousing [48-49],40.5
2020,Alberta,Transportation and warehousing [48-49],40.5
1987,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",37.2
1988,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",36.8
