year,geo,naics,wage_rate
2001,New Brunswick,"Professional, scientific and technical services [54]",592.75
2002,New Brunswick,"Professional, scientific and technical services [54]",532.43
2003,New Brunswick,"Professional, scientific and technical services [54]",617.4
2004,New Brunswick,"Professional, scientific and technical services [54]",661.19
2005,New Brunswick,"Professional, scientific and technical services [54]",691.69
2006,New Brunswick,"Professional, scientific and technical services [54]",631.19
2007,New Brunswick,"Professional, scientific and technical services [54]",729.15
2008,New Brunswick,"Professional, scientific and technical services [54]",810.88
2009,New Brunswick,"Professional, scientific and technical services [54]",769.68
2010,New Brunswick,"Professional, scientific and technical services [54]",824.32
2011,New Brunswick,"Professional, scientific and technical services [54]",889.11
2012,New Brunswick,"Professional, scientific and technical services [54]",928.75
2013,New Brunswick,"Professional, scientific and technical services [54]",809.41
2014,New Brunswick,"Professional, scientific and technical services [54]",890.77
2015,New Brunswick,"Professional, scientific and technical services [54]",941.32
2016,New Brunswick,"Professional, scientific and technical services [54]",991.29
2017,New Brunswick,"Professional, scientific and technical services [54]",982.33
2018,New Brunswick,"Professional, scientific and technical services [54]",1076.22
2019,New Brunswick,"Professional, scientific and technical services [54]",1090.57
2020,New Brunswick,"Professional, scientific and technical services [54]",1105.49
1997,Newfoundland and Labrador,"Professional, scientific and technical services [54]",530.91
1998,Newfoundland and Labrador,"Professional, scientific and technical services [54]",541.8
1999,Newfoundland and Labrador,"Professional, scientific and technical services [54]",536.4
2000,Newfoundland and Labrador,"Professional, scientific and technical services [54]",580.18
2001,Newfoundland and Labrador,"Professional, scientific and technical services [54]",580.8
2002,Newfoundland and Labrador,"Professional, scientific and technical services [54]",583.67
2003,Newfoundland and Labrador,"Professional, scientific and technical services [54]",660.82
2004,Newfoundland and Labrador,"Professional, scientific and technical services [54]",627.96
2005,Newfoundland and Labrador,"Professional, scientific and technical services [54]",617.67
2006,Newfoundland and Labrador,"Professional, scientific and technical services [54]",694.93
2007,Newfoundland and Labrador,"Professional, scientific and technical services [54]",643.25
2008,Newfoundland and Labrador,"Professional, scientific and technical services [54]",704.18
2009,Newfoundland and Labrador,"Professional, scientific and technical services [54]",718.53
2010,Newfoundland and Labrador,"Professional, scientific and technical services [54]",785.99
2011,Newfoundland and Labrador,"Professional, scientific and technical services [54]",796.03
2012,Newfoundland and Labrador,"Professional, scientific and technical services [54]",777.71
2013,Newfoundland and Labrador,"Professional, scientific and technical services [54]",792.9
2014,Newfoundland and Labrador,"Professional, scientific and technical services [54]",797.76
2015,Newfoundland and Labrador,"Professional, scientific and technical services [54]",826.51
2016,Newfoundland and Labrador,"Professional, scientific and technical services [54]",864.06
2017,Newfoundland and Labrador,"Professional, scientific and technical services [54]",920.85
2018,Newfoundland and Labrador,"Professional, scientific and technical services [54]",899.05
2019,Newfoundland and Labrador,"Professional, scientific and technical services [54]",900.61
2020,Newfoundland and Labrador,"Professional, scientific and technical services [54]",996.59
1997,Nova Scotia,"Professional, scientific and technical services [54]",326.26
1998,Nova Scotia,"Professional, scientific and technical services [54]",323.02
1999,Nova Scotia,"Professional, scientific and technical services [54]",343.43
2000,Nova Scotia,"Professional, scientific and technical services [54]",337.28
2001,Nova Scotia,"Professional, scientific and technical services [54]",360.25
2002,Nova Scotia,"Professional, scientific and technical services [54]",367
2003,Nova Scotia,"Professional, scientific and technical services [54]",377.59
2004,Nova Scotia,"Professional, scientific and technical services [54]",411.49
2005,Nova Scotia,"Professional, scientific and technical services [54]",397.27
2006,Nova Scotia,"Professional, scientific and technical services [54]",405.55
2007,Nova Scotia,"Professional, scientific and technical services [54]",413.85
2008,Nova Scotia,"Professional, scientific and technical services [54]",451.47
2009,Nova Scotia,"Professional, scientific and technical services [54]",452.18
2010,Nova Scotia,"Professional, scientific and technical services [54]",486.32
2011,Nova Scotia,"Professional, scientific and technical services [54]",480.47
2012,Nova Scotia,"Professional, scientific and technical services [54]",511.56
2013,Nova Scotia,"Professional, scientific and technical services [54]",524.86
2014,Nova Scotia,"Professional, scientific and technical services [54]",528.13
2015,Nova Scotia,"Professional, scientific and technical services [54]",538.02
2016,Nova Scotia,"Professional, scientific and technical services [54]",545.18
2017,Nova Scotia,"Professional, scientific and technical services [54]",562.1
2018,Nova Scotia,"Professional, scientific and technical services [54]",576.8
2019,Nova Scotia,"Professional, scientific and technical services [54]",589.32
2020,Nova Scotia,"Professional, scientific and technical services [54]",621.66
1997,Ontario,"Professional, scientific and technical services [54]",284.73
1998,Ontario,"Professional, scientific and technical services [54]",280.23
1999,Ontario,"Professional, scientific and technical services [54]",284.37
2000,Ontario,"Professional, scientific and technical services [54]",281.94
2001,Ontario,"Professional, scientific and technical services [54]",295.5
2002,Ontario,"Professional, scientific and technical services [54]",293.69
2003,Ontario,"Professional, scientific and technical services [54]",307.93
2004,Ontario,"Professional, scientific and technical services [54]",314.47
2005,Ontario,"Professional, scientific and technical services [54]",328.71
2006,Ontario,"Professional, scientific and technical services [54]",335.08
2007,Ontario,"Professional, scientific and technical services [54]",338.6
2008,Ontario,"Professional, scientific and technical services [54]",350.46
2009,Ontario,"Professional, scientific and technical services [54]",360.02
2010,Ontario,"Professional, scientific and technical services [54]",360.66
2011,Ontario,"Professional, scientific and technical services [54]",387.6
2012,Ontario,"Professional, scientific and technical services [54]",374.24
2013,Ontario,"Professional, scientific and technical services [54]",382.45
2014,Ontario,"Professional, scientific and technical services [54]",399.02
2015,Ontario,"Professional, scientific and technical services [54]",403.29
2016,Ontario,"Professional, scientific and technical services [54]",419.4
2017,Ontario,"Professional, scientific and technical services [54]",441.11
2018,Ontario,"Professional, scientific and technical services [54]",447.22
2019,Ontario,"Professional, scientific and technical services [54]",460.17
2020,Ontario,"Professional, scientific and technical services [54]",469.44
1997,Prince Edward Island,"Professional, scientific and technical services [54]",427.57
1998,Prince Edward Island,"Professional, scientific and technical services [54]",433.82
1999,Prince Edward Island,"Professional, scientific and technical services [54]",413.23
2000,Prince Edward Island,"Professional, scientific and technical services [54]",438.4
2001,Prince Edward Island,"Professional, scientific and technical services [54]",442.36
2002,Prince Edward Island,"Professional, scientific and technical services [54]",437.82
2003,Prince Edward Island,"Professional, scientific and technical services [54]",473.42
2004,Prince Edward Island,"Professional, scientific and technical services [54]",499.42
2005,Prince Edward Island,"Professional, scientific and technical services [54]",498.78
2006,Prince Edward Island,"Professional, scientific and technical services [54]",527.85
2007,Prince Edward Island,"Professional, scientific and technical services [54]",527.28
2008,Prince Edward Island,"Professional, scientific and technical services [54]",538.24
2009,Prince Edward Island,"Professional, scientific and technical services [54]",548.39
2010,Prince Edward Island,"Professional, scientific and technical services [54]",579.38
2011,Prince Edward Island,"Professional, scientific and technical services [54]",601.08
2012,Prince Edward Island,"Professional, scientific and technical services [54]",610.92
2013,Prince Edward Island,"Professional, scientific and technical services [54]",616.88
2014,Prince Edward Island,"Professional, scientific and technical services [54]",603.52
2015,Prince Edward Island,"Professional, scientific and technical services [54]",624.29
2016,Prince Edward Island,"Professional, scientific and technical services [54]",670.65
2017,Prince Edward Island,"Professional, scientific and technical services [54]",668.89
2018,Prince Edward Island,"Professional, scientific and technical services [54]",721.8
2019,Prince Edward Island,"Professional, scientific and technical services [54]",718.68
2020,Prince Edward Island,"Professional, scientific and technical services [54]",775.24
1997,Quebec,"Professional, scientific and technical services [54]",664.57
1998,Quebec,"Professional, scientific and technical services [54]",677.72
1999,Quebec,"Professional, scientific and technical services [54]",682.38
2000,Quebec,"Professional, scientific and technical services [54]",697.21
2001,Quebec,"Professional, scientific and technical services [54]",722.19
2002,Quebec,"Professional, scientific and technical services [54]",758.95
2003,Quebec,"Professional, scientific and technical services [54]",747.47
2004,Quebec,"Professional, scientific and technical services [54]",767.9
2005,Quebec,"Professional, scientific and technical services [54]",763.17
2006,Quebec,"Professional, scientific and technical services [54]",823.6
2007,Quebec,"Professional, scientific and technical services [54]",845.42
2008,Quebec,"Professional, scientific and technical services [54]",869.09
2009,Quebec,"Professional, scientific and technical services [54]",910.5
2010,Quebec,"Professional, scientific and technical services [54]",928.83
2011,Quebec,"Professional, scientific and technical services [54]",960.97
2012,Quebec,"Professional, scientific and technical services [54]",992.62
2013,Quebec,"Professional, scientific and technical services [54]",1017.7
2014,Quebec,"Professional, scientific and technical services [54]",1035.04
2015,Quebec,"Professional, scientific and technical services [54]",1042.53
2016,Quebec,"Professional, scientific and technical services [54]",1090.63
2017,Quebec,"Professional, scientific and technical services [54]",1141.56
2018,Quebec,"Professional, scientific and technical services [54]",1152.46
2019,Quebec,"Professional, scientific and technical services [54]",1211.43
2020,Quebec,"Professional, scientific and technical services [54]",1224.7
1997,Saskatchewan,"Professional, scientific and technical services [54]",662.74
1998,Saskatchewan,"Professional, scientific and technical services [54]",688.16
1999,Saskatchewan,"Professional, scientific and technical services [54]",711.51
2000,Saskatchewan,"Professional, scientific and technical services [54]",706.42
2001,Saskatchewan,"Professional, scientific and technical services [54]",714.23
2002,Saskatchewan,"Professional, scientific and technical services [54]",740
2003,Saskatchewan,"Professional, scientific and technical services [54]",744.64
2004,Saskatchewan,"Professional, scientific and technical services [54]",774.58
2005,Saskatchewan,"Professional, scientific and technical services [54]",753.35
2006,Saskatchewan,"Professional, scientific and technical services [54]",813
2007,Saskatchewan,"Professional, scientific and technical services [54]",800.51
2008,Saskatchewan,"Professional, scientific and technical services [54]",851.27
2009,Saskatchewan,"Professional, scientific and technical services [54]",879.91
2010,Saskatchewan,"Professional, scientific and technical services [54]",879.1
2011,Saskatchewan,"Professional, scientific and technical services [54]",914.85
2012,Saskatchewan,"Professional, scientific and technical services [54]",909.02
2013,Saskatchewan,"Professional, scientific and technical services [54]",946.43
2014,Saskatchewan,"Professional, scientific and technical services [54]",970.24
2015,Saskatchewan,"Professional, scientific and technical services [54]",995.42
2016,Saskatchewan,"Professional, scientific and technical services [54]",1014.35
2017,Saskatchewan,"Professional, scientific and technical services [54]",1011.94
2018,Saskatchewan,"Professional, scientific and technical services [54]",1020.47
2019,Saskatchewan,"Professional, scientific and technical services [54]",1108.55
2020,Saskatchewan,"Professional, scientific and technical services [54]",1117.84
1997,Alberta,Transportation and warehousing [48-49],577.12
1998,Alberta,Transportation and warehousing [48-49],597.76
1999,Alberta,Transportation and warehousing [48-49],588.6
2000,Alberta,Transportation and warehousing [48-49],618.12
2001,Alberta,Transportation and warehousing [48-49],632.8
2002,Alberta,Transportation and warehousing [48-49],673.59
2003,Alberta,Transportation and warehousing [48-49],661.83
2004,Alberta,Transportation and warehousing [48-49],706.25
2005,Alberta,Transportation and warehousing [48-49],720.43
2006,Alberta,Transportation and warehousing [48-49],735.97
2007,Alberta,Transportation and warehousing [48-49],776.96
2008,Alberta,Transportation and warehousing [48-49],812.31
2009,Alberta,Transportation and warehousing [48-49],810.25
2010,Alberta,Transportation and warehousing [48-49],831.25
2011,Alberta,Transportation and warehousing [48-49],847.49
2012,Alberta,Transportation and warehousing [48-49],883.03
2013,Alberta,Transportation and warehousing [48-49],922.98
2014,Alberta,Transportation and warehousing [48-49],956.91
2015,Alberta,Transportation and warehousing [48-49],1000.16
2016,Alberta,Transportation and warehousing [48-49],1047.42
2017,Alberta,Transportation and warehousing [48-49],1038.92
2018,Alberta,Transportation and warehousing [48-49],1052.83
2019,Alberta,Transportation and warehousing [48-49],1138.96
2020,Alberta,Transportation and warehousing [48-49],1190.56
1997,British Columbia,Transportation and warehousing [48-49],535.85
1998,British Columbia,Transportation and warehousing [48-49],530.2
1999,British Columbia,Transportation and warehousing [48-49],535.29
2000,British Columbia,Transportation and warehousing [48-49],549.25
2001,British Columbia,Transportation and warehousing [48-49],562.49
2002,British Columbia,Transportation and warehousing [48-49],588.89
2003,British Columbia,Transportation and warehousing [48-49],583.46
2004,British Columbia,Transportation and warehousing [48-49],605.36
2005,British Columbia,Transportation and warehousing [48-49],629.96
2006,British Columbia,Transportation and warehousing [48-49],630.38
2007,British Columbia,Transportation and warehousing [48-49],662.32
2008,British Columbia,Transportation and warehousing [48-49],663.04
2009,British Columbia,Transportation and warehousing [48-49],705.56
2010,British Columbia,Transportation and warehousing [48-49],703.2
2011,British Columbia,Transportation and warehousing [48-49],714.62
2012,British Columbia,Transportation and warehousing [48-49],746.98
2013,British Columbia,Transportation and warehousing [48-49],742.11
2014,British Columbia,Transportation and warehousing [48-49],770.43
2015,British Columbia,Transportation and warehousing [48-49],781.74
2016,British Columbia,Transportation and warehousing [48-49],801.04
2017,British Columbia,Transportation and warehousing [48-49],839.94
2018,British Columbia,Transportation and warehousing [48-49],837.68
2019,British Columbia,Transportation and warehousing [48-49],872.61
2020,British Columbia,Transportation and warehousing [48-49],915.87
1997,Manitoba,Transportation and warehousing [48-49],599.12
1998,Manitoba,Transportation and warehousing [48-49],602.87
1999,Manitoba,Transportation and warehousing [48-49],635.34
2000,Manitoba,Transportation and warehousing [48-49],621.34
2001,Manitoba,Transportation and warehousing [48-49],616.05
2002,Manitoba,Transportation and warehousing [48-49],593.12
2003,Manitoba,Transportation and warehousing [48-49],650.36
2004,Manitoba,Transportation and warehousing [48-49],654.39
2005,Manitoba,Transportation and warehousing [48-49],689.14
2006,Manitoba,Transportation and warehousing [48-49],670.41
2007,Manitoba,Transportation and warehousing [48-49],706.94
2008,Manitoba,Transportation and warehousing [48-49],696.83
2009,Manitoba,Transportation and warehousing [48-49],733.76
2010,Manitoba,Transportation and warehousing [48-49],777.36
2011,Manitoba,Transportation and warehousing [48-49],724.07
2012,Manitoba,Transportation and warehousing [48-49],764.53
2013,Manitoba,Transportation and warehousing [48-49],780.45
2014,Manitoba,Transportation and warehousing [48-49],769.72
2015,Manitoba,Transportation and warehousing [48-49],784.06
2016,Manitoba,Transportation and warehousing [48-49],813.45
2017,Manitoba,Transportation and warehousing [48-49],851.81
2018,Manitoba,Transportation and warehousing [48-49],831.14
2019,Manitoba,Transportation and warehousing [48-49],883.32
2020,Manitoba,Transportation and warehousing [48-49],1039.19
1997,New Brunswick,Transportation and warehousing [48-49],595.7
1998,New Brunswick,Transportation and warehousing [48-49],603.39
1999,New Brunswick,Transportation and warehousing [48-49],607.12
2000,New Brunswick,Transportation and warehousing [48-49],626.79
2001,New Brunswick,Transportation and warehousing [48-49],645.86
2002,New Brunswick,Transportation and warehousing [48-49],655.43
2003,New Brunswick,Transportation and warehousing [48-49],681.28
2004,New Brunswick,Transportation and warehousing [48-49],715.87
2005,New Brunswick,Transportation and warehousing [48-49],728.04
2006,New Brunswick,Transportation and warehousing [48-49],743.46
2007,New Brunswick,Transportation and warehousing [48-49],762.09
2008,New Brunswick,Transportation and warehousing [48-49],787.01
2009,New Brunswick,Transportation and warehousing [48-49],825.11
2010,New Brunswick,Transportation and warehousing [48-49],832.14
2011,New Brunswick,Transportation and warehousing [48-49],834.92
2012,New Brunswick,Transportation and warehousing [48-49],869.08
2013,New Brunswick,Transportation and warehousing [48-49],879.98
2014,New Brunswick,Transportation and warehousing [48-49],917.44
2015,New Brunswick,Transportation and warehousing [48-49],925.47
2016,New Brunswick,Transportation and warehousing [48-49],944.42
2017,New Brunswick,Transportation and warehousing [48-49],966.38
2018,New Brunswick,Transportation and warehousing [48-49],991.18
2019,New Brunswick,Transportation and warehousing [48-49],1032.8
2020,New Brunswick,Transportation and warehousing [48-49],1097.9
1997,Newfoundland and Labrador,Transportation and warehousing [48-49],441.85
1998,Newfoundland and Labrador,Transportation and warehousing [48-49],446.3
1999,Newfoundland and Labrador,Transportation and warehousing [48-49],451.03
2000,Newfoundland and Labrador,Transportation and warehousing [48-49],478.69
2001,Newfoundland and Labrador,Transportation and warehousing [48-49],501.37
2002,Newfoundland and Labrador,Transportation and warehousing [48-49],488.05
2003,Newfoundland and Labrador,Transportation and warehousing [48-49],493.92
2004,Newfoundland and Labrador,Transportation and warehousing [48-49],518.77
2005,Newfoundland and Labrador,Transportation and warehousing [48-49],537.93
2006,Newfoundland and Labrador,Transportation and warehousing [48-49],567.37
2007,Newfoundland and Labrador,Transportation and warehousing [48-49],560.19
2008,Newfoundland and Labrador,Transportation and warehousing [48-49],592.86
2009,Newfoundland and Labrador,Transportation and warehousing [48-49],580.63
2010,Newfoundland and Labrador,Transportation and warehousing [48-49],602.46
2011,Newfoundland and Labrador,Transportation and warehousing [48-49],644.72
2012,Newfoundland and Labrador,Transportation and warehousing [48-49],668.96
2013,Newfoundland and Labrador,Transportation and warehousing [48-49],679.28
2014,Newfoundland and Labrador,Transportation and warehousing [48-49],705.88
2015,Newfoundland and Labrador,Transportation and warehousing [48-49],698.37
2016,Newfoundland and Labrador,Transportation and warehousing [48-49],743.28
2017,Newfoundland and Labrador,Transportation and warehousing [48-49],732.32
2018,Newfoundland and Labrador,Transportation and warehousing [48-49],760.06
2019,Newfoundland and Labrador,Transportation and warehousing [48-49],742.13
2020,Newfoundland and Labrador,Transportation and warehousing [48-49],860.37
1997,Nova Scotia,Transportation and warehousing [48-49],655.3
1998,Nova Scotia,Transportation and warehousing [48-49],639.07
1999,Nova Scotia,Transportation and warehousing [48-49],672.07
2000,Nova Scotia,Transportation and warehousing [48-49],717.9
2001,Nova Scotia,Transportation and warehousing [48-49],768.24
2002,Nova Scotia,Transportation and warehousing [48-49],769.6
2003,Nova Scotia,Transportation and warehousing [48-49],797.11
2004,Nova Scotia,Transportation and warehousing [48-49],819.55
2005,Nova Scotia,Transportation and warehousing [48-49],844.87
2006,Nova Scotia,Transportation and warehousing [48-49],878.73
2007,Nova Scotia,Transportation and warehousing [48-49],882.66
2008,Nova Scotia,Transportation and warehousing [48-49],929.11
2009,Nova Scotia,Transportation and warehousing [48-49],930.82
2010,Nova Scotia,Transportation and warehousing [48-49],942.2
2011,Nova Scotia,Transportation and warehousing [48-49],988.47
2012,Nova Scotia,Transportation and warehousing [48-49],1024.42
2013,Nova Scotia,Transportation and warehousing [48-49],998.88
2014,Nova Scotia,Transportation and warehousing [48-49],1067.59
2015,Nova Scotia,Transportation and warehousing [48-49],1058.68
2016,Nova Scotia,Transportation and warehousing [48-49],1130.54
2017,Nova Scotia,Transportation and warehousing [48-49],1132.99
2018,Nova Scotia,Transportation and warehousing [48-49],1183.66
2019,Nova Scotia,Transportation and warehousing [48-49],1230.49
2020,Nova Scotia,Transportation and warehousing [48-49],1329.04
1997,Ontario,Transportation and warehousing [48-49],596.76
1998,Ontario,Transportation and warehousing [48-49],615.09
1999,Ontario,Transportation and warehousing [48-49],618.19
2000,Ontario,Transportation and warehousing [48-49],660.84
2001,Ontario,Transportation and warehousing [48-49],671.01
2002,Ontario,Transportation and warehousing [48-49],678.69
2003,Ontario,Transportation and warehousing [48-49],690.39
2004,Ontario,Transportation and warehousing [48-49],708.29
2005,Ontario,Transportation and warehousing [48-49],725.22
2006,Ontario,Transportation and warehousing [48-49],732.25
2007,Ontario,Transportation and warehousing [48-49],757.02
2008,Ontario,Transportation and warehousing [48-49],769.86
2009,Ontario,Transportation and warehousing [48-49],800.13
2010,Ontario,Transportation and warehousing [48-49],814.22
2011,Ontario,Transportation and warehousing [48-49],813.78
2012,Ontario,Transportation and warehousing [48-49],821.47
2013,Ontario,Transportation and warehousing [48-49],835.57
2014,Ontario,Transportation and warehousing [48-49],867.27
2015,Ontario,Transportation and warehousing [48-49],887.11
2016,Ontario,Transportation and warehousing [48-49],924.32
2017,Ontario,Transportation and warehousing [48-49],896.81
2018,Ontario,Transportation and warehousing [48-49],965.32
2019,Ontario,Transportation and warehousing [48-49],1009.29
2020,Ontario,Transportation and warehousing [48-49],1026.71
1997,Prince Edward Island,Transportation and warehousing [48-49],411.38
1998,Prince Edward Island,Transportation and warehousing [48-49],423.08
1999,Prince Edward Island,Transportation and warehousing [48-49],431.15
2000,Prince Edward Island,Transportation and warehousing [48-49],435.79
2001,Prince Edward Island,Transportation and warehousing [48-49],442.75
2002,Prince Edward Island,Transportation and warehousing [48-49],444.99
2003,Prince Edward Island,Transportation and warehousing [48-49],453.19
2004,Prince Edward Island,Transportation and warehousing [48-49],468.75
2005,Prince Edward Island,Transportation and warehousing [48-49],495.86
2006,Prince Edward Island,Transportation and warehousing [48-49],493.45
2007,Prince Edward Island,Transportation and warehousing [48-49],503.59
2008,Prince Edward Island,Transportation and warehousing [48-49],526.58
2009,Prince Edward Island,Transportation and warehousing [48-49],539.82
2010,Prince Edward Island,Transportation and warehousing [48-49],541.76
2011,Prince Edward Island,Transportation and warehousing [48-49],556.91
2012,Prince Edward Island,Transportation and warehousing [48-49],571.3
2013,Prince Edward Island,Transportation and warehousing [48-49],582.58
2014,Prince Edward Island,Transportation and warehousing [48-49],597.51
2015,Prince Edward Island,Transportation and warehousing [48-49],612.43
2016,Prince Edward Island,Transportation and warehousing [48-49],627.13
2017,Prince Edward Island,Transportation and warehousing [48-49],672.1
2018,Prince Edward Island,Transportation and warehousing [48-49],673.23
2019,Prince Edward Island,Transportation and warehousing [48-49],660.76
2020,Prince Edward Island,Transportation and warehousing [48-49],719.83
1997,Quebec,Transportation and warehousing [48-49],218.86
1998,Quebec,Transportation and warehousing [48-49],220.77
1999,Quebec,Transportation and warehousing [48-49],227.88
2000,Quebec,Transportation and warehousing [48-49],238.27
2001,Quebec,Transportation and warehousing [48-49],253.08
2002,Quebec,Transportation and warehousing [48-49],246.37
2003,Quebec,Transportation and warehousing [48-49],264.46
2004,Quebec,Transportation and warehousing [48-49],274.08
2005,Quebec,Transportation and warehousing [48-49],278.85
2006,Quebec,Transportation and warehousing [48-49],291.8
2007,Quebec,Transportation and warehousing [48-49],319.23
2008,Quebec,Transportation and warehousing [48-49],343.84
2009,Quebec,Transportation and warehousing [48-49],371.29
2010,Quebec,Transportation and warehousing [48-49],387.98
2011,Quebec,Transportation and warehousing [48-49],396.59
2012,Quebec,Transportation and warehousing [48-49],415.81
2013,Quebec,Transportation and warehousing [48-49],413.53
2014,Quebec,Transportation and warehousing [48-49],420.78
2015,Quebec,Transportation and warehousing [48-49],438.74
2016,Quebec,Transportation and warehousing [48-49],450.64
2017,Quebec,Transportation and warehousing [48-49],454.23
2018,Quebec,Transportation and warehousing [48-49],435.62
2019,Quebec,Transportation and warehousing [48-49],450.98
2020,Quebec,Transportation and warehousing [48-49],424.15
1997,Saskatchewan,Transportation and warehousing [48-49],330.53
1998,Saskatchewan,Transportation and warehousing [48-49],344.6
1999,Saskatchewan,Transportation and warehousing [48-49],351.94
2000,Saskatchewan,Transportation and warehousing [48-49],358.61
2001,Saskatchewan,Transportation and warehousing [48-49],347.45
2002,Saskatchewan,Transportation and warehousing [48-49],394.24
2003,Saskatchewan,Transportation and warehousing [48-49],389.61
2004,Saskatchewan,Transportation and warehousing [48-49],421.9
2005,Saskatchewan,Transportation and warehousing [48-49],433.28
2006,Saskatchewan,Transportation and warehousing [48-49],441.68
2007,Saskatchewan,Transportation and warehousing [48-49],488.52
2008,Saskatchewan,Transportation and warehousing [48-49],522.39
2009,Saskatchewan,Transportation and warehousing [48-49],578.81
2010,Saskatchewan,Transportation and warehousing [48-49],554.8
2011,Saskatchewan,Transportation and warehousing [48-49],587.07
2012,Saskatchewan,Transportation and warehousing [48-49],676.34
2013,Saskatchewan,Transportation and warehousing [48-49],685.82
2014,Saskatchewan,Transportation and warehousing [48-49],701.98
2015,Saskatchewan,Transportation and warehousing [48-49],659.16
2016,Saskatchewan,Transportation and warehousing [48-49],726.23
2017,Saskatchewan,Transportation and warehousing [48-49],681.46
2018,Saskatchewan,Transportation and warehousing [48-49],771.5
2019,Saskatchewan,Transportation and warehousing [48-49],748.55
2020,Saskatchewan,Transportation and warehousing [48-49],785.38
1997,Alberta,"Wholesale and retail trade [41, 44-45]",575.01
1998,Alberta,"Wholesale and retail trade [41, 44-45]",559.54
1999,Alberta,"Wholesale and retail trade [41, 44-45]",607.87
2000,Alberta,"Wholesale and retail trade [41, 44-45]",647.71
2001,Alberta,"Wholesale and retail trade [41, 44-45]",649.36
2002,Alberta,"Wholesale and retail trade [41, 44-45]",659.5
2003,Alberta,"Wholesale and retail trade [41, 44-45]",676.97
2004,Alberta,"Wholesale and retail trade [41, 44-45]",685.32
2005,Alberta,"Wholesale and retail trade [41, 44-45]",700.92
2006,Alberta,"Wholesale and retail trade [41, 44-45]",738.3
2007,Alberta,"Wholesale and retail trade [41, 44-45]",806.15
2008,Alberta,"Wholesale and retail trade [41, 44-45]",858.73
2009,Alberta,"Wholesale and retail trade [41, 44-45]",918.36
2010,Alberta,"Wholesale and retail trade [41, 44-45]",951.22
2011,Alberta,"Wholesale and retail trade [41, 44-45]",986.78
2012,Alberta,"Wholesale and retail trade [41, 44-45]",1081.11
2013,Alberta,"Wholesale and retail trade [41, 44-45]",1067.38
2014,Alberta,"Wholesale and retail trade [41, 44-45]",1121.56
2015,Alberta,"Wholesale and retail trade [41, 44-45]",1149.04
2016,Alberta,"Wholesale and retail trade [41, 44-45]",1224.59
2017,Alberta,"Wholesale and retail trade [41, 44-45]",1164.08
2018,Alberta,"Wholesale and retail trade [41, 44-45]",1210.22
2019,Alberta,"Wholesale and retail trade [41, 44-45]",1213.21
2020,Alberta,"Wholesale and retail trade [41, 44-45]",1297.2
1997,British Columbia,"Wholesale and retail trade [41, 44-45]",626.49
1998,British Columbia,"Wholesale and retail trade [41, 44-45]",612.54
1999,British Columbia,"Wholesale and retail trade [41, 44-45]",631.26
2000,British Columbia,"Wholesale and retail trade [41, 44-45]",654.66
2001,British Columbia,"Wholesale and retail trade [41, 44-45]",695.09
2002,British Columbia,"Wholesale and retail trade [41, 44-45]",695.02
2003,British Columbia,"Wholesale and retail trade [41, 44-45]",703.11
2004,British Columbia,"Wholesale and retail trade [41, 44-45]",758.41
2005,British Columbia,"Wholesale and retail trade [41, 44-45]",763.24
2006,British Columbia,"Wholesale and retail trade [41, 44-45]",791.1
2007,British Columbia,"Wholesale and retail trade [41, 44-45]",808.28
2008,British Columbia,"Wholesale and retail trade [41, 44-45]",879.41
2009,British Columbia,"Wholesale and retail trade [41, 44-45]",855.23
2010,British Columbia,"Wholesale and retail trade [41, 44-45]",947.11
2011,British Columbia,"Wholesale and retail trade [41, 44-45]",951.06
2012,British Columbia,"Wholesale and retail trade [41, 44-45]",1012.45
2013,British Columbia,"Wholesale and retail trade [41, 44-45]",1022.62
2014,British Columbia,"Wholesale and retail trade [41, 44-45]",1024.53
2015,British Columbia,"Wholesale and retail trade [41, 44-45]",1056.28
2016,British Columbia,"Wholesale and retail trade [41, 44-45]",1114.47
2017,British Columbia,"Wholesale and retail trade [41, 44-45]",1071.29
2018,British Columbia,"Wholesale and retail trade [41, 44-45]",1143.91
2019,British Columbia,"Wholesale and retail trade [41, 44-45]",1126.34
2020,British Columbia,"Wholesale and retail trade [41, 44-45]",1239.03
1997,Manitoba,"Wholesale and retail trade [41, 44-45]",542.57
1998,Manitoba,"Wholesale and retail trade [41, 44-45]",535.46
1999,Manitoba,"Wholesale and retail trade [41, 44-45]",556.58
2000,Manitoba,"Wholesale and retail trade [41, 44-45]",581.11
2001,Manitoba,"Wholesale and retail trade [41, 44-45]",626.21
2002,Manitoba,"Wholesale and retail trade [41, 44-45]",654.05
2003,Manitoba,"Wholesale and retail trade [41, 44-45]",651.99
2004,Manitoba,"Wholesale and retail trade [41, 44-45]",664.58
2005,Manitoba,"Wholesale and retail trade [41, 44-45]",679.56
2006,Manitoba,"Wholesale and retail trade [41, 44-45]",688.5
2007,Manitoba,"Wholesale and retail trade [41, 44-45]",743.4
2008,Manitoba,"Wholesale and retail trade [41, 44-45]",768.8
2009,Manitoba,"Wholesale and retail trade [41, 44-45]",820.54
2010,Manitoba,"Wholesale and retail trade [41, 44-45]",878.3
2011,Manitoba,"Wholesale and retail trade [41, 44-45]",891.46
2012,Manitoba,"Wholesale and retail trade [41, 44-45]",973.85
2013,Manitoba,"Wholesale and retail trade [41, 44-45]",980.47
2014,Manitoba,"Wholesale and retail trade [41, 44-45]",1017.48
